Country,ISO3166,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Liechtenstein,LBY,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Lithuania,LIE,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05,1.05,0,1.25,1.25,0,3.45,0,1.2,1,1,3,0,1,0
Luxembourg,LTU,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,1.35,0.7,0.85,0.85,0.8,0,1.9,0,0,0,1.2,0,0,1.35,1.2,1.1,1.3,1,0,0,0,2,1
Macedonia,LUX,0,0,0,0.2,0,0.2,0.25,0.4,0,0,1.9,1.1,3.95,3.55,1.15,0.55,3.25,6.05,3.15,6.65,1.9,0,3.2,1.1,1,0,0,5.55,3.95,3.95,4.15,4.2,5,2,2,2,6
Madagascar,MKD,0.4,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.75,0,0,0,0.8,0,0,0,0,0,0,1.15,1.05,1.35,0,1.1,0,2,1,1,2,2,4
Malawi,MDG,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.85,0.8,0,0.85,0,0.95,1.75,0,1.2,0,0,1.55,0,2.2,0,0,3,3,0,4,2
Malaysia,MWI,45.8,41.4,47.2,45.2,47.6,45,61.7,70.45,86,91.95,132.5,126.35,162.2,200,208.3,231.35,247.5,205.6,228.25,243.55,273.25,208.7,166.15,185.45,246.25,286.95,299.05,283.9,322.7,294.25,309,496.25,338,260,311,282,320
Maldives,MYS,0,0.2,0,0.2,0,1.8,2.2,2.45,1.8,2.05,0,1.35,2.3,0.6,1.9,1.85,1.5,0.7,2.85,4.3,5.85,3.9,3.1,9.75,6.1,5.25,7.7,11.4,14.65,5.5,8,14.5,11,22,19,24,18
Mali,MDV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,2,0,2,2
Malta,MLI,0,0.4,0.4,0.4,0.2,0.8,0.3,0.4,0.9,0.45,0.6,0.5,0.5,0.6,0,0,1.55,0,1.8,0,0,0,0,1.6,0,1.35,1.1,0,1.45,3.6,5.5,2.2,5,1,1,6,3
Marshall Islands,MLT,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0.8,0,0,1.7,0,0,0,0,0,1.45,1.35,0,0,1.45,0,0,0,0,0,0,0,0
Mauritania,MHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritius,MRT,0.2,0.2,0.8,0.6,0.4,0.8,0.25,0,0,1,2.6,0,0,1.6,0,3,2.3,0.7,0.95,1.75,0.95,0,3.8,3.45,3.9,6.6,3.65,6.75,8.55,2.95,14.65,4.2,4,3,8,11,5
Mexico,MUS,8.2,4.2,5,6,3,2.2,4.15,7.2,4.95,8.1,9.85,7.75,9.45,16.1,8.4,13.9,11.4,23.25,19.65,20.45,15.35,17.5,17,27.6,30.7,46.25,43.95,38.9,48.05,45.2,43.15,42.9,54,67,98,112,135
Micronesia,MEX,1.2,0.6,0.4,0.4,0.2,0.8,0.45,0,0,0,2.2,1.1,0,1.1,1.2,1.4,1.5,0.7,0.95,0.85,0,0,0,0.85,0,0,0,0,0,0,4.3,1,0,0,2,0,1
Moldova,FSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Monaco,MDA,0,0,0.4,0,0,0.2,0.45,0,0,0,0,0,0,0,0,0,0,1.65,0.8,0,0.8,1.05,0,0,0,0,0,1.1,1.45,0,0,0,0,0,0,0,0
Mongolia,MCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.65,0.8,1.5,1.6,2.7,2.55,1.7,2.85,1.45,3.7,2.3,1.15,3.5,0,2.6,5,8,9,1,4,6
Montenegro,MNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,1,2,0,1
Morocco,MNE,0,0.2,0,0,0,0,0.2,0,0.45,0.5,0,0,1.65,0.6,0.75,0,1.65,0.8,3.1,1.75,2.45,2.95,2.95,2.85,1.1,7.75,5.1,13.7,13.6,18.95,13.4,10.9,10,20,18,18,20
Mozambique,MAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0.7,0,0,0,0,0,0,0,1.25,0,0,1.1,1.3,1,0,2,0,2,0
Namibia,MOZ,0,0,0,0,0,0,0,0,0.4,0,0,1.1,0.55,0,1.9,1.95,0.8,2.8,3.1,3.05,3.6,0.85,4.8,6.4,2.5,8.7,8.75,6.5,12.1,12.05,9.25,8,4,11,12,12,19
Nauru,NAM,1.6,1.2,0,0,0.8,0.6,1.05,1.05,0.45,0.9,0.55,0.95,2.8,3.15,1.3,0.55,0.85,0.85,0,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0
Nepal,NRU,4.2,7.4,8.2,8.6,11.4,8.4,10.85,13.45,19.6,16.85,25.7,17.15,15.95,23.45,24.2,28.1,22.85,29.9,31.4,23.25,39.5,26.5,25.7,20.8,14.7,14.8,24.15,19.9,35.85,35.8,42.25,45.6,49,60,55,60,77
Netherlands,NPL,42,31.6,47.2,44.8,51.2,54.4,58.65,75.15,53.4,67.1,74.2,53,48.35,37.15,56.85,51.45,53.8,42.15,53.15,61.8,56.2,37.15,34.6,37.3,47.8,48.95,48.1,53.2,57.55,58,55.4,54.95,71,51,74,66,73
New Zealand,NDL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4.9,7.2,1.15,0,0,4.15,0,0,1,7,0
Nicaragua,NZL,0,0,0,0,0.2,0,0.3,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,2,1
Niger,NIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,NIU,0.8,0,0,0.2,0.2,0.2,0.6,0.5,0,0,0.55,0,0,0,0,0,0,0,0.95,0,0,0,0,1,1,0,0,0,2.7,0,1.65,0,0,1,2,0,1
North Korea,NGA,0.2,0.2,1,0,0,0,0.25,0.4,0,0,0,0,0,0.65,0,0,0,6.6,1.7,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,PRK,0.2,2,2.2,1.6,1.2,2,3.2,5.25,1.35,3.65,3.6,3.2,3.2,1.55,9.85,4.95,4.1,5.7,5.5,3.5,10.05,2.85,8.75,10.35,5.4,10.95,7.65,10.25,11.75,6.6,8,11.6,21,17,19,26,24
Oman,NOR,0.2,0.4,0.2,0.4,0.6,1.4,1.15,1.8,2.6,1.55,0,0,0,0.55,0.7,0.75,1.8,0.8,0.8,0,3.2,0.95,0,3.55,1,2.7,2.6,4.15,11,2.75,6.4,3,4,10,3,4,3
Pakistan,OMN,0.4,0.6,0.4,0.8,1.6,1,1.8,2.25,3.05,2.5,0,0.95,0,0,3,2.35,3.1,4.1,1.75,3.6,3.6,4.95,2.3,3.5,6.85,5.5,6.45,4.05,1.4,2.9,2.9,6.1,5,6,4,4,6
Palau,PAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,1.25,0,1.35,0,0,0,1,2,1,3,5,1
Panama,PLW,0,0,0,0.2,0,0,0,0,0,0.55,0,0,0.55,0,0,0,0,0.85,0.8,0.85,0,0,0,0,0,1.45,2.6,3.55,0,0,1.65,3,3,2,2,2,3
Papua New Guinea,PAN,15.6,21,25.6,22.2,15.2,17.8,20.25,20.4,12.9,13.85,10.1,7.95,7.65,11.65,9.65,12,14.05,16.65,14.2,8.55,10.4,10.65,5.2,4.3,2.5,16.05,8.85,8.75,9.75,5.2,9.85,14.75,17,16,15,17,25
Paraguay,PNG,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.6,0.75,0,0.85,0,0.9,0.75,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0
Peru,PRY,2.8,3,1.6,2.4,1.4,2.6,2.65,4.65,5.45,3.9,4.4,3.4,1.75,3.7,2.6,4.85,8.65,11.75,15.2,18.2,14.2,15.55,22.25,25.85,25.15,33.9,48.7,40.2,41.05,63.65,48.05,52.45,55,55,80,84,103
Philippines,PER,13.4,12.6,14,17.4,22.4,22.6,26.15,28.55,30.45,32.95,39.65,26.35,34.25,33.25,45.4,37.75,43.85,46.4,52.05,55.9,52.85,45.75,54.95,52.4,62.75,81.5,81.1,86.75,141.4,150.9,225.4,247.4,255,298,336,382,506
Poland,PHL,0,1.2,0.2,0.6,0.4,0.2,0.25,1.45,0.4,0.45,1.9,0.55,2.2,2.8,3.35,3.5,5.35,3.8,0.95,0.7,5,7.2,4.7,2.1,9.5,9,7,3.75,12.6,2.45,16.4,12.4,15,17,7,8,19
Portugal,POL,0.6,0.6,0.6,1,1.2,1.2,1.1,1.4,2.35,0.5,1.9,1.1,1.6,1.55,4.6,4.95,3.3,0.85,5.5,4.15,9.4,8.75,7.25,3.9,14.5,11.7,12.8,12.5,14.2,15.1,20.05,16.5,7,20,26,28,44
Qatar,PRT,0,0.6,0.2,0,0,0.4,0.45,0,0,0,0,0,1.1,0.55,0.65,0.55,0,0.8,0.8,1.85,0,2.85,3.05,1.15,0,4.25,1.5,1.35,1.45,5.3,1.3,0,3,2,4,2,3
Romania,QAT,0,0.2,0,0,0.2,0.6,0.2,0.4,0,0,2.1,3.55,0,0,0,0,1.4,0,4.25,1.6,0.95,0.95,0.95,4.8,6.4,3.8,8.45,7.55,8.05,4.95,4,6.2,6,11,9,9,13
Russia,ROU,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,6.65,3.6,9.15,5.8,16.05,8.2,7.8,13.6,19.85,17.05,21.55,30.95,23.4,26.95,43.35,25.85,22.1,31.2,34,37,44,31,36
Rwanda,RUS,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,1.35,0,1,1,1,2,0,1
Saint Kitts and Nevis,RWA,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0,0
Saint Lucia,KNA,0,0,0,0.2,0,0,0.25,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0,0,1.4,0,0,2,1,1,0
Saint Vincent and the Grenadines,LCA,0.2,0,0,0.2,0.2,0,0.2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,1.35,0,1.35,0,0,0,0,0,0,0
Samoa,VCT,97,78.15,89,85.6,89,120,141.7,154.9,172,169.95,134.6,133.15,124.65,165.6,168.3,184.2,206.95,168.05,183.1,231.95,240.25,233.25,189.55,219.3,319.9,463.95,587.4,730.95,786.65,810.8,919.95,845.8,983,879,919,991,1063
San Marino,WSM,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,SMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,STP,0.2,1.6,1.2,1,0.6,0.4,1.25,0.7,0.55,0.9,0,0.55,2.9,0.55,2.6,1.6,1.65,0.8,2.6,2.6,0.95,4.95,5.15,6.45,8.05,6.5,11,9.7,15.6,36.6,53.2,60.55,51,38,39,32,27
Senegal,SAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0
Serbia,SEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,2.6,4.05,2,4,2,2,6,7
Seychelles,SRB,0.4,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.65,0.85,2.3,0,1,1.05,0,1.1,1.2,5.5,0,2.8,1.4,1.3,2.6,1.45,2,2,0,0,1
Sierra Leone,SYC,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,SLE,252.4,241.4,209,290.8,219.45,123.2,209.6,323.1,375.7,458.65,231.65,160.55,158.1,168.25,212.7,190.65,197.9,221.8,283.5,301.1,292.9,223.35,183.85,141.35,202.05,200.9,303.15,200.5,180.5,179.3,168.2,369.8,261,279,270,363,413
Slovakia,SGP,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0.85,0,0,1.25,0,0,2.5,1.15,8.1,2.6,1.2,0,0,3,1,2
Slovenia,SVK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.55,0,0,0.8,0.9,0.75,0,0,0,3,1.4,0,1.1,4.15,1.25,0,2.2,2,1,1,2,3
Solomon Islands,SVN,6,7.2,5.8,9.4,6.6,9.2,8.05,9.95,8.35,8.1,16.55,29.05,25.1,19.05,33.05,33.3,49.25,40.4,33.8,11.45,4.9,10.95,2.9,7.1,5.1,4,9.55,6.75,7,9.75,14.15,6,8,11,8,13,13
Somalia,SLB,0.4,0.4,0,0,0,0,0.3,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
South Africa,SOM,18.8,29.6,35.4,27.4,20.6,38.4,30.25,22.5,20.6,22.9,31.2,24.15,70.2,24.75,46.05,146.55,174.85,104,95.5,98.25,105.5,89.25,114.7,127.15,151.7,166.3,176.75,192.5,171.95,177.65,246.65,185.5,199,188,203,157,173
South Georgia and the South Sandwich Islands,ZAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
South Korea,KOR,0.4,0.6,1,1.4,2.2,4.8,2.85,3.65,20.05,5.3,7.55,7.05,12.85,19.55,35.65,53.3,83.2,103.45,74.4,86.7,89.85,90.25,125.55,163.35,133.4,181.15,147.75,142.8,158.45,112.6,129.85,167.45,132,108,144,161,188
South Sudan,SSD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,ESP,2,1.6,10.8,1.8,4.2,4.4,4.6,6.5,9.55,8.35,6.8,14.05,33.8,8.7,17.5,18.45,40.4,31.2,37.75,50.9,46.95,59.8,67.65,59.15,90.5,100.45,122.45,182.25,99.3,113.1,122.5,129.6,158,178,230,240,263
Sri Lanka,LKA,7.8,5.6,6,6.8,4.2,5.6,5.5,7.1,4,4.05,5.85,10.9,7.5,12.3,11.35,11.75,9.9,13.35,13.65,17.25,10.75,21.4,26.2,36.8,22.35,30.7,36.4,31.15,42.75,36,54,59.9,64,67,75,88,110
Sudan,SDN,0.2,0,0,0.4,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0
Suriname,SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,2.65,0,0,0,0,0,0
Swaziland,SWZ,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,1.45,0,0,0,0,0,0,0,0,1,0,0,0
Sweden,SWE,2.4,2.6,1.4,2.4,3.6,3.2,5.2,6,6.85,6,6.7,5.1,4.8,7.45,4.7,12.9,12.3,8.1,15.6,11.05,9.15,1.7,8.55,18.05,19.3,17.5,15.8,16.9,14.55,10.4,9.1,16.6,21,21,20,23,22
Switzerland,CHE,11.6,11.4,10.6,12.6,16.4,14.6,16.9,20.6,21.6,14.3,19.65,21.2,16.8,24.6,22.9,20.45,26.2,31,23.3,19.05,27.1,34.05,24.95,32.55,35.6,34,57.35,47.6,60.3,33.8,36.15,36.5,45,54,37,45,53
Syria,SYR,0.2,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,1.5,0,1.75,0,1.1,0,2.5,1.65,7.95,0,2.5,4.95,3.05,4.3,0,0,0,0,0
Taiwan,TWN,2,3.6,5,3.4,2.4,4.6,7.15,10.45,9.45,22.3,38.1,61.45,83.75,97.65,126.85,149.05,191.75,212.95,218,221.8,211.25,157.6,122.65,113.6,126.3,132.3,99.1,102.95,117.3,86.15,118.35,96.35,89,82,73,82,93
Tajikistan,TJK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Tanzania,TZA,0.4,0.4,0,0.2,0.6,0.8,0.4,1.7,0.55,1,2.6,0.55,0.55,0,0.65,0.55,2.4,1.7,1.6,1.7,0.9,1.8,1.85,3.65,7.2,8.15,10.05,12.05,13.85,9.1,29.6,16.2,19,23,25,8,28
Thailand,THA,12.85,14,17,21.8,21.4,32.05,45.8,92.45,175.85,300.1,265.45,169.2,145.55,237.2,233.9,245.9,235.6,284.25,449.85,439.4,598,594.85,539.75,482.75,707.1,820.2,933.55,1010.9,965.05,1064.1,991.7,1320.95,1476,1542,1391,1593,1616
Togo,TGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,1,0,0,0
Tonga,TON,49.25,35,32.3,48.4,48.8,59.8,92.2,102.2,122.75,110.7,94.15,108.8,144.2,173.4,175.7,164.25,127.35,131.45,121.4,137.15,136,135.9,108.95,165.1,211.3,162.2,256.2,285.05,342.85,275.7,307.05,296.55,267,318,378,373,457
Trinidad and Tobago,TTO,0.8,0.2,0.2,0.4,0.2,0,0.25,0,0,0,0,0,1,0,0.6,0.75,0.75,2.65,0,0,0,1.2,0,2.45,0,0,0,1.6,1.3,0,2.75,2,0,0,1,1,1
Tunisia,TUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0.8,0,0,2,0,0,0,2.5,0,0,2.75,0,1.35,1.3,0,0,0,0,1,0
Turkey,TUR,0,0,0,1,0.4,2.4,2.95,4.7,9.95,10.8,12.25,4.7,15.45,15.7,21.75,25.9,32.9,37.05,48.4,28.7,35.25,60.6,53.65,24.4,28.1,47.5,58.5,76.95,77.9,53.2,73.05,88.6,88,103,92,160,30
Turkmenistan,TKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuvalu,TUV,0.2,0.2,0.2,0.6,0.2,0.4,0.8,0,0.95,2.05,0.6,0,0.6,0.6,0,1.3,0.85,0.8,0,0,2.1,2.85,3.2,0,1.1,0,1.3,0,0,0,0,1,2,1,5,4,5
Uganda,UGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0.95,0,0,0,3.35,5.65,1.3,2.75,2.7,2.2,5.55,5.4,2,7,7,2,7
Ukraine,UKR,0.8,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,1.5,0,0.85,1.65,0.85,0,0.95,1.95,0,3.4,5.45,2.6,1.4,1.35,3.95,1.4,3.2,8,7,2,6,4
United Arab Emirates,ARE,0.6,1.8,1,1.8,1.4,1.4,0.95,0,2.45,0,1.05,2.95,1.6,1.25,2.5,6.8,4.15,7.15,11,10.1,8.9,7.6,12.4,14.35,22.9,47.85,45.8,51.4,49.95,55.65,67.3,53.65,51,52,50,53,67
United Kingdom,GBR,978.4,644.45,718.45,749.2,891,918.6,1098.1,1405.75,1060.35,1196.9,1232.65,914.95,772.95,879.3,1015.75,1180.35,1232.95,1400.15,1333.5,1415.95,1272.75,944.3,979.15,1017.15,1189.65,1291.95,1301,1364.7,1387.3,1160.15,1315.05,1317.5,1396,1355,1261,1595,1386
United States of America,USA,1499.9,1520.4,1397.45,1119.6,1027.55,833.65,1519.75,2161.6,2249.85,2538.9,2921.3,1998.6,2029.8,1609.15,1475.6,2015.75,2257.95,2296.15,1771.6,1669.5,1531.7,1022.05,1051.95,1235.75,1506.5,1792.95,1678.6,1891.5,1907,1746.2,2126.85,2477.35,3026,3930,4569,5020,5668
Uruguay,URY,1.2,0,0,0,0,0.4,0,0,0.55,0.55,0,0,0.65,0.65,0.7,1.3,0,0.85,0.7,0,1.9,0,0.85,0,0,1.45,1.1,1.55,1.55,3.8,2.95,7.6,0,2,3,6,4
Uzbekistan,UZB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.65,2.5,0,0,0.95,0,0,2.35,2.6,2.15,0,0,2.35,3.95,0,2,7,3,0,3
Vanuatu,VUT,55,54.2,52.8,41.2,34.8,24.2,17.15,25.6,23.7,48.45,230.9,270.05,240.95,225.8,210,232.1,207.3,221.9,212.35,238.2,272.05,221.6,251.15,278.3,253.85,255.35,331.3,428.5,487.55,430.6,424.5,395.4,478,650,730,588,445
Venezuela,VEN,0,0.4,0.2,0.6,0,0,0,0.5,0,0,0.55,0,0.55,0,1.2,1.55,0.85,1.65,0.8,0,2,0,0,0,1.45,4.05,1.4,0,0,1.55,0,4.15,1,3,1,0,0
Viet Nam,VNM,0,0,0,0.2,0.2,0.2,0,0,1.1,0,0.6,1.15,2.9,5.85,14.8,23.75,33,38.35,34.1,28.85,38.05,62.3,92.65,71.35,141.55,182.2,211.4,249.45,308.4,261.45,296,376,430,409,563,586,920
Yemen,YEM,0,0,0,0,0,0.2,0.25,0,0,0,0,0,0,0,0,0,0,0.85,0.7,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0
Zambia,ZMB,0.4,0,0.6,0,0.2,0.4,0.25,0.6,0.45,0.5,0.45,0,0.6,0.6,2.85,2.35,0.8,0,1.6,2.6,0,1.9,0,0,3.6,2.9,0,0,1.2,2.45,5.55,4.2,4,3,1,2,2
Zimbabwe,ZWE,0.8,1.6,1.4,1.2,2.4,1,3,2.8,5.55,3.1,8,3.7,4.4,3.6,5.55,8.55,7.5,9.6,11.35,22.8,2,3.7,5.55,1,3.7,12.8,2.35,5.55,1.2,7.75,7.25,8.5,9,8,3,5,5
